КодНИС;НаименованиеНоменклатуры;ВидДлины;Производитель;ГОСТ;МаркаСтали;Диаметр;Диаметр;Размер2;Стенка;ТипПроизводства;РегионСклада;Склад;ИмеетсяЦенаТовара;ЦенаЗаТонну;ЦенаЗаТонну1;ЦенаЗаТонну2;ЦенаЗаМетр;ЦенаЗаМетр1;ЦенаЗаМетр2
"2118786";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 27 * 3.5  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";27;27;0;3.5;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118789";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст10, 6 * 1  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"10";6;6;0;1;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2118789";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст10, 6 * 1  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"10";6;6;0;1;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118789";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст10, 6 * 1  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"10";6;6;0;1;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"2118790";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 3  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;3;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118791";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 4  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;4;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118794";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 25 * 6  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";25;25;0;6;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2118795";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118795";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 2  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;2;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"2118796";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст10, 20 * 2  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"10";20;20;0;2;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118804";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 2  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;2;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2118804";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 2  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;2;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"2118827";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 20 * 1  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";20;20;0;1;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"2118829";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 16 * 3  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";16;16;0;3;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"2118830";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 3  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;3;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2118830";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 22 * 3  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";22;22;0;3;"Холоднодеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"2118841";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 70 * 14  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"20";70;70;0;14;"Горячедеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";0;0;0;0;0;0
"2118845";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 127 * 22  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";127;127;0;22;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118845";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 127 * 22  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";127;127;0;22;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"2118849";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст10, 140 * 5  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"10";140;140;0;5;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2118850";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 76 * 12  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"20";76;76;0;12;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"2118850";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 76 * 12  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"20";76;76;0;12;"Горячедеформированные трубы";"16";"Склад г. Казань (ООО «Батыр»)";"Нет";0;0;0;0;0;0
"2118855";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 180 * 8  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"20";180;180;0;8;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2118868";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 42 * 9  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";42;42;0;9;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";109764.16;107568.88;104824.78;803.95;787.87;767.77
"2118868";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 42 * 9  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";42;42;0;9;"Холоднодеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"2118870";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 121 * 18  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";121;121;0;18;"Горячедеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"2118870";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 121 * 18  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"20";121;121;0;18;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"2118873";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 127 * 30  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";127;127;0;30;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";90833.33;89166.66;87500;6518.5;6398.89;6279.29
"2118886";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 70 * 8  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"20";70;70;0;8;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";75833.34;75833.34;75833.34;927.58;927.58;927.58
"2118886";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 70 * 8  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"20";70;70;0;8;"Горячедеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"2118886";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 70 * 8  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"20";70;70;0;8;"Горячедеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";0;0;0;0;0;0
"2118887";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 76 * 6  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"20";76;76;0;6;"Горячедеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";78750;78750;78750;815.66;815.66;815.66
"2118903";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 89 * 4.5  , НД, ПНТЗ";"НД";"ПНТЗ";"9941-81";"12Х18Н10Т";89;89;0;4.5;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118904";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 38 * 3  , НД, ПНТЗ";"НД";"ПНТЗ";"9941-81";"12Х18Н10Т";38;38;0;3;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118905";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 25 * 2.5  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";25;25;0;2.5;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118918";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 20 * 4  , НД, ПНТЗ";"НД";"ПНТЗ";"9941-81";"12Х18Н10Т";20;20;0;4;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2118918";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 20 * 4  , НД, ПНТЗ";"НД";"ПНТЗ";"9941-81";"12Х18Н10Т";20;20;0;4;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118925";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 32 * 5  , НД, ПНТЗ";"НД";"ПНТЗ";"9941-81";"12Х18Н10Т";32;32;0;5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2118925";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 32 * 5  , НД, ПНТЗ";"НД";"ПНТЗ";"9941-81";"12Х18Н10Т";32;32;0;5;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2118970";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 83 * 19  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";83;83;0;19;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"2118971";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 25 * 5  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";25;25;0;5;"Холоднодеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";0;0;0;0;0;0
"2118978";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 50 * 3.5  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";50;50;0;3.5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2119000";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 42 * 3  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";42;42;0;3;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2119001";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 89 * 4  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";89;89;0;4;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2119366";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст35, 38 * 4  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"35";38;38;0;4;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2119644";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст10Г2, 32 * 4  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"10Г2";32;32;0;4;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2120426";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 38В * 1.5В  , МР, ПНТЗ";"МР";"ПНТЗ";"9941-81";"12Х18Н10Т";38;38;0;1.5;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"2120503";"ТРУБЫ х/д нерж ГОСТ 9941-81, Ст12Х18Н10Т, 14 * 2  , МР, ПНТЗ";"МР";"ПНТЗ";"9941-81";"12Х18Н10Т";14;14;0;2;"Холоднодеформированные трубы";"52";"Склад г. Нижний Новгород (ООО ""Авангард"")";"Нет";0;0;0;0;0;0
"2121270";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст20, 406 * 30  , НК, ЧТПЗ";"НК";"ЧТПЗ";"8732-78, 8731-74, В";"20";406;406;0;30;"Горячедеформированные трубы";"74";"Склад г. Челябинск (ОАО ""Пермметалл"")";"Нет";0;0;0;0;0;0
"2123187";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст35, 194 * 16  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"35";194;194;0;16;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";77500.01;77083.34;76250.01;5443.16;5413.9;5355.37
"2123624";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст13ХФА, 89 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"13ХФА";89;89;0;8;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2123624";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст13ХФА, 89 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"13ХФА";89;89;0;8;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"2123625";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст13ХФА, 76 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"13ХФА";76;76;0;6;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2123789";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст13ХФА, 76 * 8  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"13ХФА";76;76;0;8;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"2123792";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 30 * 7  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";30;30;0;7;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"2123849";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 114 * 5.5  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";114;114;0;5.5;"Горячедеформированные трубы";"74";"Склад г. Челябинск (ОАО ""Пермметалл"")";"Нет";0;0;0;0;0;0
"2123849";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст30ХГСА, 114 * 5.5  , НД, ПНТЗ";"НД";"ПНТЗ";"8732-78, 8731-74, В";"30ХГСА";114;114;0;5.5;"Горячедеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"645679";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 32 * 3.2  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";32;32;0;3.2;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"645726";"ТРУБЫ б/ш г/д общ назн ГОСТ 8732-78, ГОСТ 8731-74 Группа В, Ст09Г2С, 152 * 5  , НК, ПНТЗ";"НК";"ПНТЗ";"8732-78, 8731-74, В";"09Г2С";152;152;0;5;"Горячедеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";78333.34;78333.34;78333.34;1419.86;1419.86;1419.86
"646090";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 60 * 2  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";60;60;0;2;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"694459";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст10, 39 * 3.5, ОД, ПНТЗ";"ОД";"ПНТЗ";"8734-75, 8733-74, В";"10";39;39;0;3.5;"Холоднодеформированные трубы";"63";"Склад г. Самара (ООО ""Байкал"")";"Нет";0;0;0;0;0;0
"2271619";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст09Г2С, 80 * 9  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"09Г2С";80;80;0;9;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"2271757";"ТРУБЫ проф. э/св ГОСТ 8639-82, ГОСТ 13663-86 Группа В, Ст10, 50 * 3 * 50  , ОД, ПНТЗ";"ОД";"ПНТЗ";"8639-82, 13663-86, В";"10";50;50;50;3;"Электросварные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"2272097";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст09Г2С, 36 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"09Г2С";36;36;0;6;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"1998139";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 54 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";54;54;0;6;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"1998139";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 54 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";54;54;0;6;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";97120.35;93721.14;90766.68;689.79;665.64;644.66
"1998139";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 54 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";54;54;0;6;"Холоднодеформированные трубы";"54";"Склад г. Новосибирск (""Феррум"")";"Нет";0;0;0;0;0;0
"1998139";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 54 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";54;54;0;6;"Холоднодеформированные трубы";"42";"Склад г. Новокузнецк (ОАО ""Новокузнецкметаллоптторг"")";"Нет";0;0;0;0;0;0
"1998139";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 54 * 6  , НК, ПНТЗ";"НК";"ПНТЗ";"8734-75, 8733-74, В";"20";54;54;0;6;"Холоднодеформированные трубы";"74";"Склад г. Челябинск (АО ""Челябтехоптторг"")";"Нет";0;0;0;0;0;0
"1998243";"ТРУБЫ г/д нефт бесш ТУ 14-3-1128-2000, Ст09Г2С, 159 * 9  , НК, ПНТЗ";"НК";"ПНТЗ";"ТУ 14-3-1128-2000";"09Г2С";159;159;0;9;"Горячедеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"1998243";"ТРУБЫ г/д нефт бесш ТУ 14-3-1128-2000, Ст09Г2С, 159 * 9  , НК, ПНТЗ";"НК";"ПНТЗ";"ТУ 14-3-1128-2000";"09Г2С";159;159;0;9;"Горячедеформированные трубы";"55";"Склад г. Омск (ООО ""УралСибТрейд-Омск"")";"Нет";0;0;0;0;0;0
"52466";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 12 * 2  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";12;12;0;2;"Холоднодеформированные трубы";"61";"Склад г. Батайск (ООО Мост-терминал)";"Нет";0;0;0;0;0;0
"52468";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 2  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;2;"Холоднодеформированные трубы";"76";"Склад г. Ярославль филиал (АО «База металлопродукции») нов.";"Нет";0;0;0;0;0;0
"52473";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 10 * 1.6  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"20";10;10;0;1.6;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52557";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 53 * 2  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";53;53;0;2;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52575";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст45, 18 * 5  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"45";18;18;0;5;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
"52655";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст20, 30 * 1  , НД, ПНТЗ";"НД";"ПНТЗ";"8734-75, 8733-74, В";"20";30;30;0;1;"Холоднодеформированные трубы";"66";"Склад г. Екатеринбург ( ООО ""АКОРТЕС"" )";"Нет";0;0;0;0;0;0
"52671";"Труба б/ш х/д ГОСТ 8734-75, ГОСТ 8733-74 Группа В, Ст10, 34 * 1  , МР, ПНТЗ";"МР";"ПНТЗ";"8734-75, 8733-74, В";"10";34;34;0;1;"Холоднодеформированные трубы";"50";"Склад г. Москва (АО ""Жилевская металлобаза"")  нов.";"Нет";0;0;0;0;0;0
